show_id,type,title,director,cast,country,date_added,release year,rating,duration,listed_in,description
s5093,Movie,,Director T,"Actor t, Actor `, Actor L, Actor B",United Kingdom,"February 25, 2011",1946.0,,80 min,Drama,Sample Title 5093 is a funny story about friendship.
s5094,,Sample Title 5094,Director N,"Actor P, Actor y",South Korea,"March 06, 2023",2012.0,PG-13,4 Seasons,Romance,Sample Title 5094 is a dramatic exploration about betrayal.
,,Sample Title 5095,Director J,"Actor N, Actor s, Actor U",United Kingdom,"April 02, 2016",1997.0,PG-13,8 Seasons,"Comedy, Drama, Thriller",
s5096,Movie,Sample Title 5096,Director ^,"Actor v, Actor m, Actor z, Actor G",United States,"August 10, 2015",,,179 min,Documentary,Sample Title 5096 is a funny story about adventure.
s5097,Movie,Sample Title 5097,,"Actor q, Actor k, Actor Z, Actor I, Actor H",India,,1991.0,TV-MA,115 min,"Drama, Thriller, Romance",Sample Title 5097 is a surprising story about friendship.
s5098,Movie,Sample Title 5098,Director C,"Actor K, Actor A",,"April 16, 2013",2024.0,,179 min,,Sample Title 5098 is a funny story about friendship.
s5099,TV Show,Sample Title 5099,Director N,"Actor k, Actor F, Actor V, Actor u",United States,"July 30, 2023",1998.0,,8 Seasons,"Horror, Documentary, Sci-Fi",Sample Title 5099 is a surprising story about friendship.
,TV Show,Sample Title 5100,Director C,"Actor O, Actor v, Actor L, Actor g",Canada,"February 08, 2012",1953.0,PG-13,3 Seasons,"Sci-Fi, Crime, Action",Sample Title 5100 is a surprising tale about betrayal.
s5101,Movie,Sample Title 5101,Director M,"Actor R, Actor z, Actor n",Japan,,2018.0,R,81 min,"Thriller, Family, Comedy",Sample Title 5101 is a dramatic tale about mystery.
s5102,Movie,,,,Canada,"February 14, 2010",,NR,149 min,Crime,Sample Title 5102 is a funny story about betrayal.
s5103,Movie,Sample Title 5103,Director ],"Actor A, Actor y",United Kingdom,"December 18, 2017",2004.0,PG,61 min,"Animation, Thriller",Sample Title 5103 is a surprising exploration about adventure.
s5104,TV Show,Sample Title 5104,Director C,"Actor J, Actor _, Actor p, Actor `, Actor {",France,"December 04, 2014",1940.0,,3 Seasons,Crime,Sample Title 5104 is a thrilling journey about adventure.
s5105,Movie,Sample Title 5105,,"Actor f, Actor M, Actor A, Actor B",India,"April 04, 2018",1998.0,TV-MA,87 min,"Action, Thriller, Drama",Sample Title 5105 is a heartfelt story about mystery.
s5106,,Sample Title 5106,,"Actor s, Actor T, Actor M",Germany,,,G,109 min,"Romance, Drama",Sample Title 5106 is a dramatic story about courage.
s5107,Movie,Sample Title 5107,Director B,"Actor r, Actor h, Actor R, Actor B",Germany,"February 13, 2019",1958.0,PG,112 min,"Comedy, Horror",Sample Title 5107 is a thrilling story about courage.
,TV Show,Sample Title 5108,,"Actor A, Actor I",South Korea,"April 16, 2021",,PG,3 Seasons,"Thriller, Animation, Horror",Sample Title 5108 is a funny story about courage.
s5109,Movie,Sample Title 5109,Director F,"Actor x, Actor c, Actor B",Canada,,1994.0,PG,94 min,Drama,Sample Title 5109 is a gripping story about friendship.
s5110,TV Show,Sample Title 5110,Director Q,"Actor _, Actor g, Actor D, Actor O, Actor o",,"October 10, 2015",1997.0,R,5 Seasons,"Action, Crime",Sample Title 5110 is a heartfelt story about family.
s5111,Movie,Sample Title 5111,Director V,"Actor m, Actor a, Actor \",,"November 30, 2020",1994.0,NR,164 min,,Sample Title 5111 is a surprising journey about mystery.
s5112,Movie,Sample Title 5112,Director \,"Actor _, Actor I, Actor t, Actor z",Canada,"November 27, 2011",1960.0,TV-PG,159 min,"Documentary, Drama, Horror",Sample Title 5112 is a moving exploration about mystery.
s5113,Movie,Sample Title 5113,,"Actor b, Actor H, Actor B, Actor C",India,"April 11, 2018",1959.0,PG,118 min,"Comedy, Action",Sample Title 5113 is a funny journey about courage.
s5114,,Sample Title 5114,Director W,"Actor a, Actor u, Actor C, Actor n",United States,"April 16, 2013",2022.0,,163 min,"Romance, Action, Sci-Fi",Sample Title 5114 is a thrilling story about courage.
s5115,TV Show,,Director \,"Actor n, Actor E, Actor _, Actor b, Actor o",Canada,"May 13, 2013",2004.0,TV-PG,6 Seasons,"Drama, Fantasy, Comedy",Sample Title 5115 is a surprising journey about adventure.
s5116,TV Show,Sample Title 5116,Director F,"Actor J, Actor L, Actor P",,"January 05, 2019",1924.0,TV-14,,"Thriller, Action",Sample Title 5116 is a thrilling tale about betrayal.
s5117,Movie,Sample Title 5117,Director S,"Actor I, Actor R",United Kingdom,"September 03, 2014",1959.0,PG-13,143 min,"Crime, Drama, Documentary",Sample Title 5117 is a gripping journey about family.
s5118,Movie,Sample Title 5118,Director P,"Actor ], Actor a, Actor W",,"June 01, 2014",1922.0,TV-PG,,"Romance, Crime, Fantasy",Sample Title 5118 is a surprising journey about mystery.
s5119,Movie,Sample Title 5119,Director C,,Brazil,"February 02, 2011",1999.0,TV-PG,75 min,Animation,Sample Title 5119 is a thrilling story about friendship.
s5120,Movie,Sample Title 5120,Director P,"Actor A, Actor {, Actor |, Actor t",Canada,"August 15, 2012",,PG,141 min,"Family, Thriller, Romance",Sample Title 5120 is a funny story about mystery.
s5121,Movie,Sample Title 5121,Director Y,"Actor x, Actor i, Actor ], Actor j",Germany,"April 29, 2018",,G,175 min,Action,Sample Title 5121 is a gripping exploration about love.
s5122,TV Show,Sample Title 5122,Director E,"Actor e, Actor T",India,"March 09, 2018",1930.0,NR,7 Seasons,Sci-Fi,Sample Title 5122 is a thrilling story about mystery.
,TV Show,Sample Title 5123,,"Actor T, Actor {, Actor A, Actor i",Canada,"May 20, 2011",,TV-PG,,Horror,Sample Title 5123 is a funny journey about mystery.
s5124,TV Show,Sample Title 5124,Director T,"Actor L, Actor A, Actor r, Actor y, Actor n",France,"April 14, 2019",1922.0,TV-MA,7 Seasons,"Thriller, Action, Drama",
s5125,Movie,Sample Title 5125,Director P,"Actor h, Actor u, Actor [",,"January 23, 2011",1977.0,TV-14,65 min,"Animation, Drama",
s5126,Movie,Sample Title 5126,Director H,"Actor K, Actor N, Actor k",United Kingdom,"August 09, 2015",1965.0,PG,88 min,Animation,Sample Title 5126 is a thrilling journey about love.
s5127,Movie,Sample Title 5127,Director \,"Actor Z, Actor C, Actor s, Actor I",Germany,"August 31, 2020",2010.0,PG,172 min,Action,Sample Title 5127 is a gripping exploration about betrayal.
s5128,,Sample Title 5128,Director K,"Actor {, Actor L, Actor K, Actor O, Actor h",Japan,"March 18, 2013",,PG,4 Seasons,"Documentary, Drama, Fantasy",Sample Title 5128 is a dramatic exploration about adventure.
s5129,Movie,Sample Title 5129,Director G,"Actor A, Actor W",India,"December 03, 2017",2000.0,TV-MA,154 min,"Comedy, Crime",
s5130,TV Show,Sample Title 5130,Director [,"Actor M, Actor m, Actor x, Actor V",Brazil,"December 13, 2021",1966.0,TV-14,6 Seasons,"Romance, Crime, Action",Sample Title 5130 is a gripping tale about mystery.
s5131,Movie,Sample Title 5131,Director I,"Actor j, Actor R, Actor i",Brazil,"June 08, 2017",,TV-14,,Animation,Sample Title 5131 is a moving story about friendship.
s5132,TV Show,Sample Title 5132,Director [,"Actor H, Actor i, Actor U, Actor ], Actor k",Japan,,1994.0,PG-13,3 Seasons,"Documentary, Fantasy",Sample Title 5132 is a moving exploration about adventure.
,Movie,Sample Title 5133,Director Q,"Actor M, Actor r, Actor b, Actor h, Actor j",,"December 14, 2022",1972.0,TV-MA,73 min,Animation,Sample Title 5133 is a thrilling exploration about mystery.
,TV Show,Sample Title 5134,,"Actor U, Actor T",Japan,"January 13, 2019",1955.0,TV-PG,5 Seasons,"Thriller, Animation, Action",Sample Title 5134 is a moving tale about family.
s5135,Movie,Sample Title 5135,Director ],"Actor J, Actor V, Actor X",,"July 20, 2013",1968.0,R,,"Fantasy, Comedy, Family",Sample Title 5135 is a moving tale about family.
s5136,Movie,Sample Title 5136,Director \,"Actor H, Actor P, Actor \",Brazil,"July 01, 2010",1991.0,R,114 min,Action,Sample Title 5136 is a heartfelt exploration about betrayal.
s5137,Movie,Sample Title 5137,,"Actor n, Actor L",Australia,"May 04, 2011",1957.0,TV-MA,155 min,"Romance, Thriller, Comedy",Sample Title 5137 is a thrilling exploration about friendship.
,TV Show,Sample Title 5138,Director D,"Actor {, Actor `, Actor _",Japan,"December 26, 2023",1947.0,R,5 Seasons,Thriller,Sample Title 5138 is a thrilling story about love.
s5139,TV Show,Sample Title 5139,Director V,"Actor t, Actor Z, Actor o, Actor T, Actor `",South Korea,"May 23, 2019",1944.0,G,5 Seasons,Drama,Sample Title 5139 is a moving story about family.
s5140,Movie,Sample Title 5140,,"Actor U, Actor P",,"August 22, 2015",2024.0,PG-13,75 min,"Family, Drama, Horror",
s5141,Movie,Sample Title 5141,Director E,,United Kingdom,"May 29, 2018",1999.0,PG-13,82 min,Thriller,Sample Title 5141 is a gripping journey about adventure.
s5142,Movie,Sample Title 5142,Director J,"Actor b, Actor P, Actor Q",India,,1937.0,PG-13,168 min,Horror,Sample Title 5142 is a moving tale about mystery.
s5143,Movie,Sample Title 5143,Director ],"Actor I, Actor e",India,"May 31, 2014",1946.0,TV-PG,79 min,"Documentary, Drama",Sample Title 5143 is a surprising tale about mystery.
s5144,,Sample Title 5144,Director S,"Actor |, Actor [",France,,2016.0,TV-MA,7 Seasons,"Romance, Crime",Sample Title 5144 is a dramatic journey about family.
s5145,Movie,Sample Title 5145,Director T,"Actor Z, Actor m, Actor P, Actor w, Actor H",South Korea,"September 05, 2010",1961.0,PG-13,162 min,,Sample Title 5145 is a thrilling exploration about mystery.
s5146,Movie,Sample Title 5146,Director M,"Actor v, Actor U, Actor B",Japan,"August 17, 2020",1949.0,,130 min,"Horror, Fantasy, Romance",Sample Title 5146 is a surprising exploration about courage.
s5147,,Sample Title 5147,Director T,,France,"June 22, 2015",2024.0,PG-13,176 min,Crime,Sample Title 5147 is a funny tale about betrayal.
s5148,TV Show,Sample Title 5148,Director A,"Actor e, Actor q, Actor b, Actor r, Actor S",Australia,"June 16, 2015",1947.0,TV-MA,3 Seasons,"Thriller, Family",Sample Title 5148 is a moving story about adventure.
s5149,TV Show,Sample Title 5149,Director R,"Actor u, Actor s",,"June 21, 2018",1952.0,PG,6 Seasons,"Documentary, Family, Sci-Fi",Sample Title 5149 is a moving exploration about mystery.
s5150,Movie,Sample Title 5150,,"Actor n, Actor U, Actor H, Actor J",Japan,"March 09, 2011",2014.0,TV-14,73 min,"Animation, Romance, Documentary",Sample Title 5150 is a gripping exploration about betrayal.
s5151,TV Show,Sample Title 5151,Director X,"Actor A, Actor s, Actor m, Actor j, Actor |",France,"July 22, 2017",1959.0,G,7 Seasons,"Horror, Comedy, Animation",Sample Title 5151 is a funny story about family.
s5152,Movie,Sample Title 5152,,"Actor E, Actor T, Actor U, Actor B, Actor g",Australia,,1948.0,TV-PG,79 min,"Sci-Fi, Comedy",Sample Title 5152 is a funny story about friendship.
s5153,TV Show,Sample Title 5153,Director V,"Actor e, Actor B",France,"October 12, 2010",2004.0,PG,5 Seasons,"Action, Crime, Sci-Fi",Sample Title 5153 is a gripping exploration about love.
s5154,TV Show,Sample Title 5154,Director X,"Actor j, Actor p",South Korea,,1924.0,R,4 Seasons,"Horror, Comedy",Sample Title 5154 is a dramatic exploration about family.
s5155,Movie,Sample Title 5155,Director W,"Actor W, Actor U, Actor [, Actor X",South Korea,"July 23, 2013",1957.0,NR,113 min,"Action, Horror, Sci-Fi",
s5156,Movie,Sample Title 5156,Director B,"Actor C, Actor H, Actor l, Actor F",Germany,"June 27, 2010",1922.0,TV-PG,114 min,"Thriller, Crime, Fantasy",Sample Title 5156 is a thrilling exploration about courage.
s5157,TV Show,Sample Title 5157,Director D,"Actor D, Actor I, Actor f",Japan,,1951.0,NR,8 Seasons,"Horror, Animation",Sample Title 5157 is a moving exploration about mystery.
s5158,TV Show,Sample Title 5158,,"Actor w, Actor Y, Actor ]",India,"January 21, 2012",1971.0,TV-PG,6 Seasons,Horror,
s5159,TV Show,Sample Title 5159,Director R,"Actor K, Actor x, Actor y, Actor e, Actor j",India,"January 11, 2022",1980.0,PG-13,8 Seasons,"Fantasy, Romance",
s5160,Movie,Sample Title 5160,Director D,"Actor E, Actor r, Actor x",France,"August 31, 2021",2014.0,R,78 min,Family,Sample Title 5160 is a gripping tale about family.
s5161,Movie,Sample Title 5161,Director P,,United States,"December 17, 2019",1994.0,PG,176 min,"Romance, Fantasy",Sample Title 5161 is a heartfelt journey about friendship.
,Movie,Sample Title 5162,Director ],"Actor T, Actor u, Actor [, Actor m, Actor L",South Korea,"April 09, 2017",1926.0,R,133 min,"Family, Action",Sample Title 5162 is a moving story about courage.
s5163,TV Show,Sample Title 5163,Director O,"Actor A, Actor n, Actor V, Actor X",United States,"January 07, 2015",1980.0,G,1 Seasons,Animation,Sample Title 5163 is a thrilling story about love.
s5164,Movie,,Director I,"Actor a, Actor w, Actor ], Actor k, Actor E",United Kingdom,"March 17, 2015",1981.0,TV-PG,131 min,"Animation, Romance",Sample Title 5164 is a funny exploration about courage.
s5165,TV Show,,Director N,"Actor J, Actor h, Actor [, Actor W",Canada,"November 15, 2023",1994.0,,6 Seasons,"Family, Comedy",Sample Title 5165 is a thrilling exploration about family.
s5166,Movie,Sample Title 5166,,"Actor `, Actor S, Actor m, Actor R, Actor b",Brazil,"November 24, 2023",,TV-14,148 min,"Comedy, Crime",Sample Title 5166 is a moving exploration about friendship.
s5167,Movie,Sample Title 5167,,"Actor N, Actor X, Actor p, Actor c",Canada,"September 13, 2017",,TV-14,60 min,,Sample Title 5167 is a moving exploration about friendship.
s5168,TV Show,Sample Title 5168,Director U,"Actor B, Actor P, Actor z, Actor n, Actor l",Australia,"March 20, 2018",1948.0,TV-MA,1 Seasons,"Animation, Family, Romance",Sample Title 5168 is a funny story about love.
s5169,Movie,Sample Title 5169,,"Actor p, Actor F, Actor J",South Korea,,1951.0,,67 min,"Thriller, Romance, Sci-Fi",
s5170,,Sample Title 5170,Director P,"Actor r, Actor M, Actor ^, Actor T",India,"November 26, 2013",2012.0,R,62 min,Action,Sample Title 5170 is a thrilling exploration about love.
s5171,Movie,Sample Title 5171,Director M,"Actor u, Actor b",,,,TV-MA,109 min,Thriller,Sample Title 5171 is a dramatic exploration about mystery.
s5172,,Sample Title 5172,Director A,"Actor q, Actor d, Actor J",France,"May 17, 2014",2019.0,,104 min,"Action, Animation",Sample Title 5172 is a gripping journey about betrayal.
,TV Show,Sample Title 5173,Director Q,"Actor O, Actor A",United Kingdom,"November 30, 2017",1933.0,G,,Documentary,Sample Title 5173 is a surprising story about mystery.
,Movie,Sample Title 5174,Director O,"Actor M, Actor g, Actor A",Australia,"October 25, 2016",1933.0,G,147 min,Family,
s5175,Movie,Sample Title 5175,Director U,"Actor E, Actor Q, Actor \, Actor P",France,"July 08, 2016",1979.0,R,107 min,"Thriller, Sci-Fi, Crime",Sample Title 5175 is a surprising journey about love.
s5176,TV Show,Sample Title 5176,Director N,"Actor A, Actor \, Actor e",,"May 13, 2016",2019.0,R,8 Seasons,Family,Sample Title 5176 is a gripping tale about friendship.
s5177,TV Show,Sample Title 5177,Director Z,"Actor _, Actor u",Australia,"June 30, 2014",1937.0,R,5 Seasons,,Sample Title 5177 is a surprising tale about love.
,Movie,Sample Title 5178,Director R,"Actor B, Actor H, Actor c, Actor L",Brazil,"February 15, 2023",1992.0,TV-MA,138 min,Drama,Sample Title 5178 is a gripping story about betrayal.
s5179,Movie,Sample Title 5179,Director S,,India,"July 02, 2023",1994.0,TV-MA,,"Romance, Fantasy, Thriller",
s5180,,Sample Title 5180,Director B,"Actor l, Actor A, Actor ], Actor k, Actor _",India,"December 16, 2021",2024.0,NR,82 min,"Family, Drama, Romance",Sample Title 5180 is a funny journey about friendship.
s5181,TV Show,Sample Title 5181,Director [,,Australia,,1971.0,,4 Seasons,,Sample Title 5181 is a heartfelt tale about love.
s5182,Movie,Sample Title 5182,Director X,"Actor A, Actor T, Actor w",United Kingdom,"May 04, 2012",1955.0,G,86 min,"Action, Romance, Crime",Sample Title 5182 is a heartfelt story about betrayal.
s5183,TV Show,Sample Title 5183,,"Actor d, Actor r, Actor Y",South Korea,,1937.0,R,8 Seasons,Romance,Sample Title 5183 is a funny exploration about friendship.
s5184,Movie,Sample Title 5184,Director G,"Actor G, Actor S, Actor `, Actor u, Actor U",Germany,"February 03, 2013",1995.0,NR,131 min,"Action, Romance, Horror",Sample Title 5184 is a funny tale about friendship.
s5185,TV Show,,Director U,"Actor S, Actor x, Actor T, Actor n",Germany,"June 14, 2023",1925.0,PG,4 Seasons,,
s5186,TV Show,Sample Title 5186,Director U,"Actor G, Actor w",Japan,"April 07, 2020",1931.0,TV-MA,7 Seasons,"Documentary, Horror, Thriller",Sample Title 5186 is a gripping exploration about love.
s5187,TV Show,Sample Title 5187,Director G,"Actor Z, Actor o, Actor T, Actor r",India,"September 13, 2016",2017.0,TV-MA,8 Seasons,"Comedy, Thriller",Sample Title 5187 is a surprising tale about friendship.
s5188,TV Show,Sample Title 5188,,,India,"April 16, 2014",1976.0,TV-14,4 Seasons,"Thriller, Fantasy, Family",Sample Title 5188 is a moving tale about family.
s5189,Movie,Sample Title 5189,,"Actor ], Actor c",France,"May 17, 2021",2019.0,G,138 min,,Sample Title 5189 is a heartfelt tale about friendship.
s5190,TV Show,Sample Title 5190,Director [,"Actor t, Actor D, Actor |, Actor O, Actor c",Canada,"November 14, 2015",1982.0,R,3 Seasons,"Thriller, Documentary",Sample Title 5190 is a surprising story about adventure.
s5191,Movie,Sample Title 5191,Director U,"Actor E, Actor c",Germany,"June 26, 2010",1963.0,TV-MA,90 min,"Drama, Fantasy",Sample Title 5191 is a gripping exploration about mystery.
s5192,TV Show,Sample Title 5192,Director \,"Actor m, Actor w",Australia,"June 27, 2010",2007.0,NR,7 Seasons,"Drama, Romance",Sample Title 5192 is a funny exploration about friendship.
s5193,Movie,Sample Title 5193,Director G,"Actor T, Actor l, Actor [, Actor s, Actor S",Germany,"May 27, 2013",1937.0,G,65 min,"Family, Thriller, Animation",Sample Title 5193 is a thrilling tale about friendship.
s5194,Movie,Sample Title 5194,Director X,"Actor p, Actor c, Actor N",France,"October 18, 2022",1949.0,TV-MA,69 min,"Sci-Fi, Thriller",Sample Title 5194 is a dramatic exploration about friendship.
s5195,,Sample Title 5195,Director E,"Actor _, Actor U, Actor H, Actor G",Japan,,1952.0,PG,169 min,"Drama, Romance, Thriller",Sample Title 5195 is a heartfelt exploration about love.
s5196,TV Show,Sample Title 5196,Director G,"Actor o, Actor G",United States,"October 20, 2012",1979.0,R,7 Seasons,Action,Sample Title 5196 is a thrilling story about adventure.
s5197,Movie,Sample Title 5197,Director L,,France,"December 28, 2018",,TV-14,60 min,Fantasy,Sample Title 5197 is a heartfelt journey about mystery.
,Movie,Sample Title 5198,Director G,"Actor i, Actor V, Actor N, Actor r",Brazil,"March 28, 2014",1934.0,NR,,"Action, Animation, Comedy",Sample Title 5198 is a thrilling journey about mystery.
s5199,Movie,,Director X,"Actor r, Actor q, Actor e, Actor F, Actor M",Germany,,,G,91 min,"Fantasy, Action",Sample Title 5199 is a dramatic story about courage.
s5200,TV Show,,Director M,"Actor Q, Actor b, Actor E",Japan,"March 05, 2014",1998.0,NR,2 Seasons,Comedy,
s5201,Movie,Sample Title 5201,Director B,"Actor t, Actor N, Actor R, Actor k",United Kingdom,"February 06, 2012",2013.0,TV-14,80 min,Animation,Sample Title 5201 is a dramatic tale about mystery.
s5202,Movie,Sample Title 5202,Director S,"Actor Q, Actor W",Australia,"July 02, 2020",1925.0,G,177 min,"Romance, Animation",Sample Title 5202 is a heartfelt story about betrayal.
s5203,Movie,Sample Title 5203,Director U,"Actor M, Actor J, Actor {, Actor m",Australia,"July 20, 2016",2010.0,PG-13,,,Sample Title 5203 is a thrilling story about family.
s5204,Movie,Sample Title 5204,,"Actor o, Actor p, Actor D, Actor c",,"February 03, 2019",2000.0,NR,80 min,Romance,Sample Title 5204 is a thrilling tale about love.
s5205,Movie,Sample Title 5205,Director O,"Actor a, Actor X, Actor E",France,"November 24, 2014",1956.0,PG-13,106 min,"Family, Fantasy",Sample Title 5205 is a funny story about love.
s5206,Movie,Sample Title 5206,Director ],"Actor [, Actor G, Actor ], Actor R",France,"February 27, 2017",1972.0,PG-13,161 min,"Sci-Fi, Drama",Sample Title 5206 is a gripping exploration about friendship.
s5207,,Sample Title 5207,Director Z,,Canada,"August 28, 2016",1924.0,,,Crime,Sample Title 5207 is a dramatic tale about courage.
s5208,TV Show,Sample Title 5208,Director Z,"Actor q, Actor Y, Actor H",South Korea,"June 30, 2012",1966.0,NR,8 Seasons,,Sample Title 5208 is a heartfelt tale about courage.
s5209,Movie,,Director B,"Actor {, Actor e, Actor n, Actor B, Actor j",Australia,"May 02, 2020",,G,80 min,Drama,Sample Title 5209 is a surprising tale about family.
s5210,Movie,Sample Title 5210,,,Canada,"October 01, 2013",1992.0,TV-MA,165 min,Comedy,Sample Title 5210 is a surprising story about adventure.
s5211,Movie,Sample Title 5211,Director H,"Actor G, Actor i, Actor W, Actor l",South Korea,"May 22, 2013",1937.0,TV-14,170 min,Comedy,Sample Title 5211 is a surprising journey about friendship.
s5212,Movie,Sample Title 5212,,"Actor m, Actor g",South Korea,"September 07, 2022",1963.0,TV-MA,109 min,"Horror, Fantasy",Sample Title 5212 is a surprising tale about love.
s5213,,Sample Title 5213,Director I,"Actor B, Actor d",,"October 04, 2016",2006.0,,76 min,"Sci-Fi, Documentary, Drama",Sample Title 5213 is a thrilling tale about family.
s5214,Movie,,Director I,"Actor o, Actor B, Actor |, Actor _, Actor Q",Brazil,"June 13, 2017",1942.0,TV-PG,97 min,"Fantasy, Thriller, Animation",Sample Title 5214 is a moving exploration about courage.
s5215,TV Show,Sample Title 5215,Director M,"Actor D, Actor ]",Germany,"October 04, 2022",1956.0,TV-14,7 Seasons,"Crime, Sci-Fi",Sample Title 5215 is a thrilling story about adventure.
s5216,TV Show,Sample Title 5216,Director ^,"Actor D, Actor q, Actor t, Actor [",Canada,"July 16, 2017",1958.0,TV-14,,"Sci-Fi, Crime",Sample Title 5216 is a funny tale about friendship.
s5217,Movie,Sample Title 5217,Director O,"Actor j, Actor f, Actor a, Actor |",India,"June 12, 2022",2000.0,R,,,Sample Title 5217 is a funny tale about betrayal.
s5218,Movie,,Director ^,"Actor F, Actor x, Actor H, Actor I",Japan,"October 30, 2015",1985.0,,109 min,Documentary,Sample Title 5218 is a moving journey about betrayal.
s5219,TV Show,Sample Title 5219,,"Actor k, Actor [, Actor A, Actor V, Actor m",Brazil,"August 25, 2022",,PG-13,3 Seasons,,Sample Title 5219 is a surprising journey about courage.
,Movie,Sample Title 5220,Director U,"Actor X, Actor [, Actor g",United States,"July 13, 2013",2018.0,NR,,"Comedy, Fantasy",Sample Title 5220 is a thrilling exploration about family.
s5221,Movie,Sample Title 5221,Director S,"Actor B, Actor I",United States,"March 21, 2022",1983.0,PG,64 min,,Sample Title 5221 is a dramatic tale about family.
s5222,Movie,Sample Title 5222,Director A,"Actor p, Actor k",Canada,"June 11, 2011",1998.0,TV-MA,128 min,"Family, Sci-Fi",Sample Title 5222 is a surprising tale about love.
s5223,Movie,Sample Title 5223,Director F,"Actor a, Actor |",Germany,"December 22, 2017",1936.0,TV-MA,118 min,"Thriller, Sci-Fi",Sample Title 5223 is a thrilling story about betrayal.
s5224,Movie,,,"Actor v, Actor a, Actor F, Actor m, Actor k",Germany,,1926.0,NR,79 min,"Romance, Action",Sample Title 5224 is a moving journey about love.
s5225,TV Show,Sample Title 5225,,"Actor R, Actor d, Actor |, Actor Q, Actor p",United States,"September 18, 2021",1966.0,TV-PG,3 Seasons,"Documentary, Comedy, Fantasy",Sample Title 5225 is a dramatic tale about courage.
,Movie,Sample Title 5226,Director [,"Actor Y, Actor V",Japan,"September 23, 2019",1985.0,TV-PG,,"Fantasy, Animation, Documentary",Sample Title 5226 is a thrilling tale about mystery.
s5227,Movie,Sample Title 5227,Director D,"Actor a, Actor o, Actor u, Actor Z, Actor |",United States,"November 26, 2015",1941.0,,125 min,"Fantasy, Action, Horror",Sample Title 5227 is a surprising exploration about courage.
s5228,TV Show,Sample Title 5228,Director D,"Actor S, Actor |, Actor H, Actor i",France,"August 08, 2020",1928.0,NR,7 Seasons,Documentary,Sample Title 5228 is a dramatic exploration about courage.
s5229,TV Show,,Director S,"Actor X, Actor `, Actor \",France,"June 14, 2017",,TV-14,5 Seasons,"Horror, Fantasy",Sample Title 5229 is a dramatic tale about friendship.
s5230,Movie,Sample Title 5230,Director T,"Actor O, Actor K, Actor G, Actor c",Brazil,"April 26, 2015",1933.0,G,147 min,Drama,Sample Title 5230 is a funny exploration about family.
s5231,TV Show,Sample Title 5231,Director G,"Actor k, Actor a, Actor d",United States,"July 16, 2019",1983.0,TV-14,2 Seasons,"Thriller, Action",Sample Title 5231 is a funny story about mystery.
s5232,TV Show,Sample Title 5232,Director O,"Actor k, Actor [, Actor Y, Actor {",Japan,"April 09, 2012",2019.0,NR,6 Seasons,"Action, Thriller, Drama",Sample Title 5232 is a dramatic exploration about adventure.
s5233,Movie,Sample Title 5233,Director Z,"Actor j, Actor r, Actor y",Brazil,"February 28, 2015",1955.0,NR,93 min,"Crime, Fantasy, Horror",Sample Title 5233 is a surprising story about friendship.
s5234,Movie,Sample Title 5234,Director R,"Actor i, Actor D, Actor A, Actor p",Germany,"October 25, 2010",1944.0,TV-MA,123 min,"Animation, Fantasy, Sci-Fi",
s5235,Movie,Sample Title 5235,Director Q,"Actor F, Actor U, Actor o, Actor \, Actor c",South Korea,,,PG-13,,Crime,Sample Title 5235 is a funny exploration about mystery.
,TV Show,Sample Title 5236,Director W,"Actor E, Actor M, Actor _, Actor B",Japan,"September 13, 2021",1980.0,TV-MA,4 Seasons,"Romance, Drama, Comedy",Sample Title 5236 is a funny story about friendship.
s5237,Movie,Sample Title 5237,Director U,,United States,"September 18, 2018",1987.0,,178 min,"Animation, Comedy, Family",
s5238,Movie,Sample Title 5238,Director M,"Actor B, Actor r, Actor V, Actor y, Actor `",Australia,"October 15, 2013",1920.0,G,64 min,"Drama, Sci-Fi, Animation",Sample Title 5238 is a gripping story about friendship.
,,Sample Title 5239,Director A,"Actor L, Actor D, Actor H, Actor h, Actor g",United States,"August 07, 2018",1988.0,NR,173 min,Animation,Sample Title 5239 is a moving story about mystery.
s5240,Movie,Sample Title 5240,Director H,"Actor [, Actor p, Actor i",Germany,"January 05, 2015",,PG,104 min,"Thriller, Horror",Sample Title 5240 is a gripping journey about family.
s5241,Movie,,Director V,"Actor t, Actor J, Actor j, Actor W",Brazil,"March 04, 2013",1936.0,TV-MA,81 min,Romance,Sample Title 5241 is a dramatic journey about family.
s5242,Movie,Sample Title 5242,Director N,"Actor l, Actor x, Actor P, Actor V",Brazil,"November 07, 2014",1939.0,G,113 min,Crime,Sample Title 5242 is a dramatic tale about adventure.
s5243,TV Show,,,"Actor ^, Actor v, Actor t, Actor _",Australia,"December 21, 2016",1930.0,R,7 Seasons,Comedy,Sample Title 5243 is a funny journey about adventure.
s5244,Movie,Sample Title 5244,Director U,"Actor _, Actor j, Actor F, Actor \",Brazil,,1973.0,TV-14,123 min,"Horror, Documentary, Sci-Fi",Sample Title 5244 is a heartfelt exploration about mystery.
s5245,TV Show,Sample Title 5245,Director Y,"Actor k, Actor H, Actor X, Actor V",United States,"December 06, 2011",2001.0,PG,6 Seasons,"Drama, Animation",Sample Title 5245 is a funny story about family.
s5246,Movie,Sample Title 5246,Director U,"Actor ^, Actor V, Actor f",India,"April 25, 2012",2001.0,,127 min,"Documentary, Comedy, Romance",Sample Title 5246 is a gripping tale about mystery.
